Data Type,Segments,Distance,Threshold,Segments Length,Accuracy,F1_Score,Precision,Recall
napierone,1,0,11.0,40,0.6557610241820768,0.6110714285714286,0.8995793901156677,0.46268253109789076
napierone,1,0,11.0,48,0.6699857752489331,0.6178623718887262,0.9558323895809739,0.4564629529475392
napierone,1,0,11.0,56,0.6691955113007745,0.6129807692307693,0.9692982456140351,0.4482152514872904
napierone,1,0,11.0,64,0.6593172119487909,0.5943351839653712,0.9774063757350665,0.4269875608436993
napierone,1,0,11.0,72,0.6416152995100364,0.5622164301573511,0.9827877151535606,0.39372633856138456
napierone,1,0,11.0,80,0.4721827090248143,0.18299694189602447,0.9602053915275995,0.10113574905354246
napierone,1,0,11.0,88,0.44839576418523786,0.11105450840550177,0.956140350877193,0.058950784207679824
napierone,1,0,11.0,96,0.42990358779832466,0.050039504872267576,0.9595959595959596,0.025689561925365062
napierone,1,0,11.0,104,0.42065749960486803,0.01821347261282978,0.9577464788732394,0.009194159004867496
napierone,1,0,11.0,112,0.4169432590485222,0.004855678446182897,1.0,0.0024337479718766902
napierone,1,0,11.0,120,0.4159159159159159,0.0013511687609782462,1.0,0.0006760411032990806
napierone,1,0,11.0,128,0.41559981033665244,0.00027037988373665,1.0,0.00013520822065981613
napierone,1,0,11.0,136,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,144,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,152,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,160,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,168,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,176,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,184,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,192,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,200,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,208,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,216,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,224,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,232,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,240,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,248,0.41552078394183656,nan,nan,0.0
napierone,1,0,11.0,256,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,8,0.5844792160581634,0.7377556109725686,0.5844792160581634,1.0
napierone,1,0,12.0,16,0.4796111901375059,0.6196060308474381,0.5408976298537569,0.7251216873985938
napierone,1,0,12.0,24,0.5117749328275644,0.5298325722983257,0.6060236768802229,0.4706598161168199
napierone,1,0,12.0,32,0.6086612928718191,0.583935473029743,0.7711939636040834,0.469848566792861
napierone,1,0,12.0,40,0.6485696222538327,0.6078829027422626,0.8737642585551331,0.46606273661438613
napierone,1,0,12.0,48,0.670697012802276,0.6199726402188782,0.9523676099747829,0.459572742022715
napierone,1,0,12.0,56,0.670697012802276,0.616333670932695,0.965945165945166,0.45254191454840453
napierone,1,0,12.0,64,0.6646119804014541,0.6036608143444153,0.9758454106280193,0.43699296917252567
napierone,1,0,12.0,72,0.6497550181760708,0.5770992366412214,0.980544747081712,0.40886965927528396
napierone,1,0,12.0,80,0.48103366524419156,0.20869984335462102,0.9590254706533776,0.11709031909140076
napierone,1,0,12.0,88,0.4577999051683262,0.14011780924927936,0.9588336192109777,0.0755813953488372
napierone,1,0,12.0,96,0.43638375217322584,0.07183758459135867,0.9583333333333334,0.03731746890210925
napierone,1,0,12.0,104,0.4235024498182393,0.02849913437208683,0.9469026548672567,0.014467279610600325
napierone,1,0,12.0,112,0.41836573415520784,0.00968783638320775,1.0,0.0048674959437533805
napierone,1,0,12.0,120,0.4161529951003635,0.0021609940572663426,1.0,0.001081665765278529
napierone,1,0,12.0,128,0.41575786312628416,0.0008109203946479254,1.0,0.00040562466197944835
napierone,1,0,12.0,136,0.41559981033665244,0.00027037988373665,1.0,0.00013520822065981613
napierone,1,0,12.0,144,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,152,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,160,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,168,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,176,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,184,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,192,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,200,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,208,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,216,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,224,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,232,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,240,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,248,0.41552078394183656,nan,nan,0.0
napierone,1,0,12.0,256,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,8,0.5844792160581634,0.7377556109725686,0.5844792160581634,1.0
napierone,1,0,13.0,16,0.47328907855223645,0.6167557932263814,0.536568284142071,0.7251216873985938
napierone,1,0,13.0,24,0.5042674253200569,0.526029467321496,0.596163726665525,0.4706598161168199
napierone,1,0,13.0,32,0.6024972340761815,0.5802736982643525,0.757846556233653,0.47011898323418067
napierone,1,0,13.0,40,0.6367156630314526,0.6009202187689904,0.8394373029347563,0.4679556517036236
napierone,1,0,13.0,48,0.6703018808281966,0.6206583015093654,0.9475291504719601,0.4614656571119524
napierone,1,0,13.0,56,0.6721194879089616,0.6191831115190455,0.9639897113460989,0.4560573282855598
napierone,1,0,13.0,64,0.6685633001422475,0.6105849582172701,0.974510966212211,0.4445646295294754
napierone,1,0,13.0,72,0.6572625256835783,0.5903466515537924,0.9793168285803823,0.4225256895619254
napierone,1,0,13.0,80,0.4897265686739371,0.23359050445103857,0.956268221574344,0.13304488912925905
napierone,1,0,13.0,88,0.46799431009957326,0.170935960591133,0.9585635359116023,0.09383450513791239
napierone,1,0,13.0,96,0.4446815236288921,0.0994489298987569,0.9533169533169533,0.052460789616008655
napierone,1,0,13.0,104,0.42761182234866446,0.04231125214861828,0.9580838323353293,0.02163331530557058
napierone,1,0,13.0,112,0.42002528844634107,0.015824057932144295,0.9672131147540983,0.00797728501892915
napierone,1,0,13.0,120,0.4167061798640746,0.004048036702199433,1.0,0.0020281233098972417
napierone,1,0,13.0,128,0.41583688952110004,0.001081081081081081,1.0,0.0005408328826392645
napierone,1,0,13.0,136,0.41559981033665244,0.00027037988373665,1.0,0.00013520822065981613
napierone,1,0,13.0,144,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,152,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,160,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,168,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,176,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,184,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,192,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,200,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,208,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,216,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,224,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,232,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,240,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,248,0.41552078394183656,nan,nan,0.0
napierone,1,0,13.0,256,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,8,0.5844792160581634,0.7377556109725686,0.5844792160581634,1.0
napierone,1,0,14.0,16,0.4717085506559191,0.6160473264028488,0.5354967548676984,0.7251216873985938
napierone,1,0,14.0,24,0.49375691480954637,0.5222967934377329,0.5823079481210509,0.47349918875067604
napierone,1,0,14.0,32,0.5963331752805437,0.5765213065826563,0.7451778825546507,0.47011898323418067
napierone,1,0,14.0,40,0.6272324956535483,0.5954198473282443,0.8142153413089374,0.46930773391022174
napierone,1,0,14.0,48,0.6691164849059585,0.6212573496155586,0.9385077890133916,0.46430502974580856
napierone,1,0,14.0,56,0.6727516990674886,0.6210304749702572,0.9609175870858114,0.4587614926987561
napierone,1,0,14.0,64,0.6717243559348822,0.616506646971935,0.9717694994179278,0.451460248783126
napierone,1,0,14.0,72,0.6623992413466098,0.5993247045582442,0.9782608695652174,0.4319902650081125
napierone,1,0,14.0,80,0.6438280385648807,0.5663427306841143,0.9819819819819819,0.3979177934018388
napierone,1,0,14.0,88,0.47652916073968704,0.1959213401310998,0.9584323040380047,0.10911303407247161
napierone,1,0,14.0,96,0.4525841631104789,0.12438376943496397,0.9553398058252427,0.06652244456462952
napierone,1,0,14.0,104,0.4327485380116959,0.05997904662126768,0.9541666666666667,0.03096268253109789
napierone,1,0,14.0,112,0.4218428955271061,0.02297008547008547,0.9347826086956522,0.011627906976744186
napierone,1,0,14.0,120,0.41733839102260156,0.006200296535921283,1.0,0.0031097890751757705
napierone,1,0,14.0,128,0.41607396870554764,0.0018911252195056058,1.0,0.0009464575446187128
napierone,1,0,14.0,136,0.41575786312628416,0.0008109203946479254,1.0,0.00040562466197944835
napierone,1,0,14.0,144,0.41559981033665244,0.00027037988373665,1.0,0.00013520822065981613
napierone,1,0,14.0,152,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,160,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,168,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,176,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,184,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,192,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,200,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,208,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,216,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,224,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,232,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,240,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,248,0.41552078394183656,nan,nan,0.0
napierone,1,0,14.0,256,0.41552078394183656,nan,nan,0.0
napierone,1,0,15.0,8,0.5844792160581634,0.7377556109725686,0.5844792160581634,1.0
napierone,1,0,15.0,16,0.4706812075233128,0.6155876951331498,0.5348025528520144,0.7251216873985938
napierone,1,0,15.0,24,0.5829777145566619,0.6574044017399208,0.6323217184963157,0.684559221200649
napierone,1,0,15.0,32,0.5917496443812233,0.5738327008744432,0.735928903935675,0.47025419145484043
napierone,1,0,15.0,40,0.6194879089615932,0.5905960377518918,0.7956471935853379,0.4695781503515414
napierone,1,0,15.0,48,0.6633475580844002,0.6184163382300252,0.916135881104034,0.46673877771768524
napierone,1,0,15.0,56,0.6723565670934092,0.6217153284671533,0.9559483726150393,0.4606544077879935
napierone,1,0,15.0,64,0.6733048838311996,0.6194771723122238,0.9702998846597463,0.4549756625202812
napierone,1,0,15.0,72,0.667061798640746,0.6073259390437133,0.9774977497749775,0.4405083829096809
